image_name,image_file,n_boxes,n_correct,n_incorrect,accuracy,avg_confidence,status,paper_score,recommendation,error_category,selector_type,top_n,conf_threshold,dataset,model
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171852.png,3,2,1,0.667,0.791,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171852.png,3,2,1,0.667,0.791,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171878.png,3,1,2,0.333,0.863,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171878,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171878.png,3,1,2,0.333,0.863,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171751.png,3,1,2,0.333,0.78,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171751,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171751.png,3,1,2,0.333,0.78,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171698.png,3,1,2,0.333,0.669,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171698,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171698.png,3,1,2,0.333,0.669,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171990.png,3,1,2,0.333,0.526,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171990,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171990.png,3,1,2,0.333,0.526,"Mixed (some correct, some wrong)",4,Not recommended,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171802.png,3,2,1,0.667,0.928,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171802,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171802.png,3,2,1,0.667,0.928,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171771.png,3,2,1,0.667,0.851,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171771,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171771.png,3,2,1,0.667,0.851,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171801.png,3,2,1,0.667,0.846,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171801,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171801.png,3,2,1,0.667,0.846,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171959.png,5,4,1,0.8,0.832,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171959,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171959.png,5,4,1,0.8,0.832,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171852.png,3,2,1,0.667,0.791,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171852,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171852.png,3,2,1,0.667,0.791,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA172034,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA172034.png,2,1,1,0.5,0.734,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA172034,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA172034.png,2,1,1,0.5,0.734,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171942,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171942.png,1,1,0,1.0,0.309,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171942,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171942.png,1,1,0,1.0,0.309,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171987.png,1,1,0,1.0,0.511,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171987,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171987.png,1,1,0,1.0,0.511,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171927,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171927.png,1,1,0,1.0,0.584,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,resnet50_focal
PA171927,results\optA_20251207_233941\experiments\experiment_iml_lifecycle\visualizations\pred_classification_resnet50_focal\PA171927.png,1,1,0,1.0,0.584,All correct,8,Good for paper,Low Confidence Correct (<0.6),classification_error,20,0.75,iml_lifecycle,resnet50_focal
Trip 802 Day 2 01-12-05 Image 5_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_2.png,4,0,4,0.0,0.997,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_2.png,4,0,4,0.0,0.997,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_4.png,3,0,3,0.0,0.999,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_4.png,3,0,3,0.0,0.999,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_15.png,2,0,2,0.0,0.996,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_15,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_15.png,2,0,2,0.0,0.996,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_13.png,2,0,2,0.0,0.994,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_13.png,2,0,2,0.0,0.994,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_13.png,2,0,2,0.0,0.984,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_13,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_13.png,2,0,2,0.0,0.984,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 017 Day 1 19-10-05 Image 15 add_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 017 Day 1 19-10-05 Image 15 add_10.png,2,0,2,0.0,0.891,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 017 Day 1 19-10-05 Image 15 add_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 017 Day 1 19-10-05 Image 15 add_10.png,2,0,2,0.0,0.891,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_7.png,1,0,1,0.0,0.999,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_7.png,1,0,1,0.0,0.999,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_4.png,1,0,1,0.0,0.984,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_4.png,1,0,1,0.0,0.984,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 038 Day 1 01-12-05 Image 26 add_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 038 Day 1 01-12-05 Image 26 add_3.png,1,0,1,0.0,0.979,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 038 Day 1 01-12-05 Image 26 add_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 038 Day 1 01-12-05 Image 26 add_3.png,1,0,1,0.0,0.979,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_5.png,1,0,1,0.0,0.975,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 802 Day 2 01-12-05 Image 5_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 802 Day 2 01-12-05 Image 5_5.png,1,0,1,0.0,0.975,All wrong,5,Challenging case,All Wrong,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_9.png,2,1,1,0.5,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 029 Day 1 22-11-05 Image 9 add_9,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 029 Day 1 22-11-05 Image 9 add_9.png,2,1,1,0.5,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 053 Day 2 19-11-05 Image 3_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 053 Day 2 19-11-05 Image 3_1.png,4,2,2,0.5,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 053 Day 2 19-11-05 Image 3_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 053 Day 2 19-11-05 Image 3_1.png,4,2,2,0.5,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_1.png,7,5,2,0.714,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_1.png,7,5,2,0.714,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 804 Day 1 02-12-05 Image 3_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 804 Day 1 02-12-05 Image 3_3.png,6,5,1,0.833,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 804 Day 1 02-12-05 Image 3_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 804 Day 1 02-12-05 Image 3_3.png,6,5,1,0.833,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_5.png,10,3,7,0.3,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_5.png,10,3,7,0.3,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_4.png,3,1,2,0.333,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_4.png,3,1,2,0.333,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 017 Day 1 19-10-05 Image 15 add_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 017 Day 1 19-10-05 Image 15 add_4.png,2,1,1,0.5,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 017 Day 1 19-10-05 Image 15 add_4,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 017 Day 1 19-10-05 Image 15 add_4.png,2,1,1,0.5,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_10.png,5,2,3,0.4,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_10.png,5,2,3,0.4,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_5.png,5,2,3,0.4,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_5.png,5,2,3,0.4,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_16.png,3,2,1,0.667,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_16,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_16.png,3,2,1,0.667,1.0,"Mixed (some correct, some wrong)",6,Challenging case,High Confidence Errors (>0.75),classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_5.png,10,3,7,0.3,1.0,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_5.png,10,3,7,0.3,1.0,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 5_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 5_11.png,8,2,6,0.25,0.993,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 5_11,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 5_11.png,8,2,6,0.25,0.993,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 5_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 5_5.png,8,3,5,0.375,0.998,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 5_5,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 5_5.png,8,3,5,0.375,0.998,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_3.png,7,2,5,0.286,0.998,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_3,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_3.png,7,2,5,0.286,0.998,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_10.png,6,2,4,0.333,0.999,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_10,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_10.png,6,2,4,0.333,0.999,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_1.png,6,2,4,0.333,0.999,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 067 Day 2 01-12-05 Image 1_1,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 067 Day 2 01-12-05 Image 1_1.png,6,2,4,0.333,0.999,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 5_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 5_7.png,6,2,4,0.333,0.997,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 5_7,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 5_7.png,6,2,4,0.333,0.997,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_2.png,7,3,4,0.429,0.996,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_2,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_2.png,7,3,4,0.429,0.996,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_12,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_12.png,9,5,4,0.556,0.973,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 065 Day 2 01-12-05 Image 7_12,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 065 Day 2 01-12-05 Image 7_12.png,9,5,4,0.556,0.973,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_6.png,5,1,4,0.2,0.943,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
Trip 064 Day 2 25-11-05 Image 7_6,results\optA_20251207_233941\experiments\experiment_md_2019_stages\visualizations\pred_classification_densenet121_focal\Trip 064 Day 2 25-11-05 Image 7_6.png,5,1,4,0.2,0.943,"Mixed (some correct, some wrong)",6,Challenging case,Mixed Results,classification_error,20,0.75,md_2019_stages,densenet121_focal
